region;city;href_city;bank;bank_rank;href_bank
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Сбербанк России;1 место;/banks/bank/sberbank/
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Россельхозбанк;6 место;/banks/bank/rshb/
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Росбанк;13 место;/banks/bank/rosbank/
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Совкомбанк;20 место;/banks/bank/sovcombank/
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Восточный Экспресс Банк;39 место;/banks/bank/v-express-bank/
Амурская область;Зея;/banks/Amurskaya_oblast~/Zeya/list/;Азиатско-Тихоокеанский Банк;53 место;/banks/bank/atb/
Амурская область;Ивановка;/banks/Amurskaya_oblast~/Ivanovka/list/;Сбербанк России;1 место;/banks/bank/sberbank/
Амурская область;Ивановка;/banks/Amurskaya_oblast~/Ivanovka/list/;Россельхозбанк;6 место;/banks/bank/rshb/
Амурская область;Ивановка;/banks/Amurskaya_oblast~/Ivanovka/list/;Совкомбанк;20 место;/banks/bank/sovcombank/
Амурская область;Константиновка;/banks/Amurskaya_oblast~/Konstantinovka/list/;Сбербанк России;1 место;/banks/bank/sberbank/
Амурская область;Константиновка;/banks/Amurskaya_oblast~/Konstantinovka/list/;Россельхозбанк;6 место;/banks/bank/rshb/
Амурская область;Константиновка;/banks/Amurskaya_oblast~/Konstantinovka/list/;Совкомбанк;20 место;/banks/bank/sovcombank/
